tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,genres,averageRating,numVotes,sortedTitle,imdb_url
tt0869994,movie,Paris,Paris,0,2008,\N,Comedy Drama Romance,6.8,11843,Paris (2008),https://www.imdb.com/title/tt0869994/
tt5096628,movie,Paris 05:59: Théo & Hugo,Théo et Hugo dans le même bateau,0,2016,\N,Drama Romance,6.9,2575,Paris 05:59: Théo & Hugo (2016),https://www.imdb.com/title/tt5096628/
tt0948535,movie,Paris 36,Faubourg 36,0,2008,\N,Drama Music Musical,6.6,2676,Paris 36 (2008),https://www.imdb.com/title/tt0948535/
tt0055278,movie,Paris Blues,Paris Blues,0,1961,\N,Drama Music Romance,6.7,2812,Paris Blues (1961),https://www.imdb.com/title/tt0055278/
tt0100332,movie,Paris Is Burning,Paris Is Burning,0,1990,\N,Documentary,8.2,13211,Paris Is Burning (1990),https://www.imdb.com/title/tt0100332/
tt0058453,movie,Paris When It Sizzles,Paris - When It Sizzles,0,1964,\N,Comedy Romance,6.4,7989,Paris When It Sizzles (1964),https://www.imdb.com/title/tt0058453/
tt0087884,movie,"Paris, Texas","Paris, Texas",0,1984,\N,Drama,8.1,94705,"Paris, Texas (1984)",https://www.imdb.com/title/tt0087884/
tt0401711,movie,"Paris, je t'aime","Paris, je t'aime",0,2006,\N,Comedy Drama Romance,7.2,70885,"Paris, je t'aime (2006)",https://www.imdb.com/title/tt0401711/
tt8176054,movie,Pariyerum Perumal,Pariyerum Perumal,0,2018,\N,Drama,8.8,9912,Pariyerum Perumal (2018),https://www.imdb.com/title/tt8176054/
tt0098888,tvSeries,Parker Lewis Can't Lose,Parker Lewis Can't Lose,0,1990,1993,Comedy Fantasy,7.9,5178,Parker Lewis Can't Lose (1990–1993),https://www.imdb.com/title/tt0098888/
tt2345112,movie,Parkland,Parkland,0,2013,\N,Drama History Mystery,6.4,15303,Parkland (2013),https://www.imdb.com/title/tt2345112/
tt1266020,tvSeries,Parks and Recreation,Parks and Recreation,0,2009,2020,Comedy,8.6,220681,Parks and Recreation (2009–2020),https://www.imdb.com/title/tt1266020/
tt6826438,movie,Parmanu: The Story of Pokhran,Parmanu: The Story of Pokhran,0,2018,\N,Action Drama History,7.6,21450,Parmanu: The Story of Pokhran (2018),https://www.imdb.com/title/tt6826438/
tt1385956,movie,Particle Fever,Particle Fever,0,2013,\N,Documentary,7.4,7221,Particle Fever (2013),https://www.imdb.com/title/tt1385956/
tt0091725,movie,Parting Glances,Parting Glances,0,1986,\N,Drama Music Romance,7.2,2779,Parting Glances (1986),https://www.imdb.com/title/tt0091725/
tt2248977,tvSeries,Partners,Partners,0,2012,2013,Comedy Romance,6.4,4023,Partners (2012–2013),https://www.imdb.com/title/tt2248977/
tt1073507,tvSeries,Party Down,Party Down,0,2009,2010,Comedy Drama,8.2,28213,Party Down (2009–2010),https://www.imdb.com/title/tt1073507/
tt0114095,movie,Party Girl,Party Girl,0,1995,\N,Comedy,6.5,4677,Party Girl (1995),https://www.imdb.com/title/tt0114095/
tt0108894,tvSeries,Party of Five,Party of Five,0,1994,2000,Drama Family,6.8,9520,Party of Five (1994–2000),https://www.imdb.com/title/tt0108894/
tt1198349,movie,Parugu,Parugu,0,2008,\N,Action Romance,7.1,2573,Parugu (2008),https://www.imdb.com/title/tt1198349/
tt0458050,movie,Paruthiveeran,Paruthiveeran,0,2007,\N,Action Drama Romance,8.2,3206,Paruthiveeran (2007),https://www.imdb.com/title/tt0458050/
tt9063106,movie,Paskal,Paskal: The Movie,0,2018,\N,Action Drama,6.8,2794,Paskal (2018),https://www.imdb.com/title/tt9063106/
tt1092082,movie,Passchendaele,Passchendaele,0,2008,\N,Drama History Romance,6.4,8021,Passchendaele (2008),https://www.imdb.com/title/tt1092082/
tt1355644,movie,Passengers,Passengers,0,2016,\N,Drama Romance Sci-Fi,7.0,358350,Passengers (2016),https://www.imdb.com/title/tt1355644/
tt0105107,movie,Passion Fish,Passion Fish,0,1992,\N,Drama,7.4,5158,Passion Fish (1992),https://www.imdb.com/title/tt0105107/
tt0479842,tvSeries,Pastewka,Pastewka,0,2005,2020,Comedy,7.8,3344,Pastewka (2005–2020),https://www.imdb.com/title/tt0479842/
tt0070518,movie,Pat Garrett & Billy the Kid,Pat Garrett & Billy the Kid,0,1973,\N,Biography Drama Western,7.3,18311,Pat Garrett & Billy the Kid (1973),https://www.imdb.com/title/tt0070518/
tt0129290,movie,Patch Adams,Patch Adams,0,1998,\N,Biography Comedy Drama,6.8,106990,Patch Adams (1998),https://www.imdb.com/title/tt0129290/
tt2981768,movie,Patema Inverted,Sakasama no Patema,0,2013,\N,Adventure Animation Drama,7.4,8020,Patema Inverted (2013),https://www.imdb.com/title/tt2981768/
tt2388986,tvMovie,Paterno,Paterno,0,2018,\N,Biography Crime Drama,6.5,6253,Paterno (2018– ),https://www.imdb.com/title/tt2388986/
tt5247022,movie,Paterson,Paterson,0,2016,\N,Comedy Drama Romance,7.4,72744,Paterson (2016),https://www.imdb.com/title/tt5247022/
tt0218505,tvMovie,Path to War,Path to War,0,2002,\N,Biography Drama War,7.3,3250,Path to War (2002– ),https://www.imdb.com/title/tt0218505/
tt4928620,movie,Pathemari,Pathemari,0,2015,\N,Drama,8.4,4084,Pathemari (2015),https://www.imdb.com/title/tt4928620/
tt0093668,movie,Pathfinder,Ofelas,0,1987,\N,Action Adventure Drama,7.2,4945,Pathfinder (1987),https://www.imdb.com/title/tt0093668/
tt0124770,movie,Patlabor 2: The Movie,Kidô keisatsu patorebâ: The Movie 2,0,1993,\N,Action Animation Drama,7.6,3781,Patlabor 2: The Movie (1993),https://www.imdb.com/title/tt0124770/
tt0100339,movie,Patlabor: The Movie,Kidô keisatsu patorebâ: Gekijô-ban,0,1989,\N,Action Animation Crime,7.1,4649,Patlabor: The Movie (1989),https://www.imdb.com/title/tt0100339/
tt6625730,tvSeries,Patria,Patria,0,2020,2020,Drama,8.2,4130,Patria (2020),https://www.imdb.com/title/tt6625730/
tt6586318,tvMiniSeries,Patrick Melrose,Patrick Melrose,0,2018,2018,Drama,8.1,25357,Patrick Melrose (2018),https://www.imdb.com/title/tt6586318/
tt1067733,movie,"Patrik, Age 1.5","Patrik 1,5",0,2008,\N,Comedy Drama Romance,6.9,9499,"Patrik, Age 1.5 (2008)",https://www.imdb.com/title/tt1067733/
tt4687882,tvSeries,Patriot,Patriot,0,2015,2018,Comedy Drama Thriller,8.3,12064,Patriot (2015–2018),https://www.imdb.com/title/tt4687882/
tt8080054,tvSeries,Patriot Act with Hasan Minhaj,Patriot Act with Hasan Minhaj,0,2018,2020,Comedy News Talk-Show,8.3,6637,Patriot Act with Hasan Minhaj (2018–2020),https://www.imdb.com/title/tt8080054/
tt0105112,movie,Patriot Games,Patriot Games,0,1992,\N,Action Thriller,6.9,104849,Patriot Games (1992),https://www.imdb.com/title/tt0105112/
tt4572514,movie,Patriots Day,Patriots Day,0,2016,\N,Action Crime Drama,7.4,94531,Patriots Day (2016),https://www.imdb.com/title/tt4572514/
tt6288250,movie,Patti Cake$,Patti Cake$,0,2017,\N,Drama Music,6.8,9636,Patti Cake$ (2017),https://www.imdb.com/title/tt6288250/
tt0066206,movie,Patton,Patton,0,1970,\N,Biography Drama War,7.9,94683,Patton (1970),https://www.imdb.com/title/tt0066206/
tt1092026,movie,Paul,Paul,0,2011,\N,Adventure Comedy Sci-Fi,7.0,238279,Paul (2011),https://www.imdb.com/title/tt1092026/
tt7388562,movie,"Paul, Apostle of Christ","Paul, Apostle of Christ",0,2018,\N,Adventure Biography Drama,6.7,7663,"Paul, Apostle of Christ (2018)",https://www.imdb.com/title/tt7388562/
tt2215395,movie,Paulette,Paulette,0,2012,\N,Comedy Crime,6.6,6908,Paulette (2012),https://www.imdb.com/title/tt2215395/
tt0125454,movie,Paulie,Paulie,0,1998,\N,Adventure Comedy Drama,6.5,14480,Paulie (1998),https://www.imdb.com/title/tt0125454/
tt0086087,movie,Pauline at the Beach,Pauline à la plage,0,1983,\N,Comedy Drama Romance,7.3,8141,Pauline at the Beach (1983),https://www.imdb.com/title/tt0086087/
tt13439476,tvSeries,Paurashpur,Paurashpur,0,2020,\N,Drama,8.1,7486,Paurashpur (2020– ),https://www.imdb.com/title/tt13439476/
tt6964076,movie,Pavarotti,Pavarotti,0,2019,\N,Biography Documentary Music,7.5,2835,Pavarotti (2019),https://www.imdb.com/title/tt6964076/
tt1596345,movie,Pawn Sacrifice,Pawn Sacrifice,0,2014,\N,Biography Drama Sport,7.0,41717,Pawn Sacrifice (2014),https://www.imdb.com/title/tt1596345/
tt1492088,tvSeries,Pawn Stars,Pawn Stars,0,2009,\N,Reality-TV,7.2,15507,Pawn Stars (2009– ),https://www.imdb.com/title/tt1492088/
tt0223897,movie,Pay It Forward,Pay It Forward,0,2000,\N,Drama,7.2,113647,Pay It Forward (2000),https://www.imdb.com/title/tt0223897/
tt0120784,movie,Payback,Payback,0,1999,\N,Action Crime Drama,7.1,132749,Payback (1999),https://www.imdb.com/title/tt0120784/
tt0958860,video,Payback: Straight Up,Payback: Straight Up,0,2006,\N,Action Crime Drama,7.5,5200,Payback: Straight Up (2006– ),https://www.imdb.com/title/tt0958860/
tt0438315,movie,Peaceful Warrior,Peaceful Warrior,0,2006,\N,Drama Romance Sport,7.3,26969,Peaceful Warrior (2006),https://www.imdb.com/title/tt0438315/
tt2442560,tvSeries,Peaky Blinders,Peaky Blinders,0,2013,\N,Crime Drama,8.8,371327,Peaky Blinders (2013– ),https://www.imdb.com/title/tt2442560/
tt1417592,movie,Pearl Jam Twenty,Pearl Jam Twenty,0,2011,\N,Documentary History Music,8.3,7661,Pearl Jam Twenty (2011),https://www.imdb.com/title/tt1417592/
tt0342520,movie,Pearls and Pigs,Helmiä ja sikoja,0,2003,\N,Comedy,6.5,2917,Pearls and Pigs (2003),https://www.imdb.com/title/tt0342520/
tt0126604,movie,Pecker,Pecker,0,1998,\N,Comedy Drama,6.4,13487,Pecker (1998),https://www.imdb.com/title/tt0126604/
tt0185584,movie,Peculiarities of the National Fishing,Osobennosti natsionalnoy rybalki,0,1998,\N,Comedy,7.2,3413,Peculiarities of the National Fishing (1998),https://www.imdb.com/title/tt0185584/
tt0114055,movie,Peculiarities of the National Hunt,Osobennosti natsionalnoy okhoty,0,1995,\N,Comedy,7.5,3915,Peculiarities of the National Hunt (1995),https://www.imdb.com/title/tt0114055/
tt2776344,movie,Pee Mak,Pee Mak Phrakanong,0,2013,\N,Comedy Horror Romance,7.3,5018,Pee Mak (2013),https://www.imdb.com/title/tt2776344/
tt0089791,movie,Pee-wee's Big Adventure,Pee-wee's Big Adventure,0,1985,\N,Adventure Comedy Family,7.0,49924,Pee-wee's Big Adventure (1985),https://www.imdb.com/title/tt0089791/
tt0090500,tvSeries,Pee-wee's Playhouse,Pee-wee's Playhouse,0,1986,1991,Comedy Family Musical,8.0,4216,Pee-wee's Playhouse (1986–1991),https://www.imdb.com/title/tt0090500/
tt0387764,tvSeries,Peep Show,Peep Show,0,2003,2015,Comedy,8.6,54292,Peep Show (2003–2015),https://www.imdb.com/title/tt0387764/
tt0054167,movie,Peeping Tom,Peeping Tom,0,1960,\N,Drama Horror Thriller,7.7,32163,Peeping Tom (1960),https://www.imdb.com/title/tt0054167/
tt1447508,movie,Peepli [Live],Peepli [Live],0,2010,\N,Comedy Drama,7.4,11903,Peepli [Live] (2010),https://www.imdb.com/title/tt1447508/
tt0091738,movie,Peggy Sue Got Married,Peggy Sue Got Married,0,1986,\N,Comedy Drama Fantasy,6.4,33613,Peggy Sue Got Married (1986),https://www.imdb.com/title/tt0091738/
tt0995868,movie,Pele: Birth of a Legend,Pelé: Birth of a Legend,0,2016,\N,Biography Drama Sport,7.2,16956,Pele: Birth of a Legend (2016),https://www.imdb.com/title/tt0995868/
tt0093713,movie,Pelle the Conqueror,Pelle erobreren,0,1987,\N,Drama,7.8,10349,Pelle the Conqueror (1987),https://www.imdb.com/title/tt0093713/
tt5824826,movie,Pelli Choopulu,Pelli Choopulu,0,2016,\N,Comedy Drama Romance,8.2,6188,Pelli Choopulu (2016),https://www.imdb.com/title/tt5824826/
tt13842562,movie,Pelé,Pelé,0,2021,\N,Biography Documentary Sport,7.0,3125,Pelé (2021),https://www.imdb.com/title/tt13842562/
tt0472160,movie,Penelope,Penelope,0,2006,\N,Comedy Fantasy Romance,6.7,60623,Penelope (2006),https://www.imdb.com/title/tt0472160/
tt6317656,movie,Penguin Bloom,Penguin Bloom,0,2020,\N,Drama,6.8,5990,Penguin Bloom (2020),https://www.imdb.com/title/tt6317656/
tt1911658,movie,Penguins of Madagascar,Penguins of Madagascar,0,2014,\N,Adventure Animation Comedy,6.7,81006,Penguins of Madagascar (2014),https://www.imdb.com/title/tt1911658/
tt0483971,tvSeries,Peninta-Peninta,Peninta-Peninta,0,2005,2011,Comedy,8.1,2554,Peninta-Peninta (2005–2011),https://www.imdb.com/title/tt0483971/
tt0346369,tvSeries,Penn & Teller: Bullshit!,Penn & Teller: Bullshit!,0,2003,2010,Comedy Documentary,8.1,11452,Penn & Teller: Bullshit! (2003–2010),https://www.imdb.com/title/tt0346369/
tt1811179,tvSeries,Penn & Teller: Fool Us,Penn & Teller: Fool Us,0,2011,\N,Comedy Game-Show Mystery,8.1,3443,Penn & Teller: Fool Us (2011– ),https://www.imdb.com/title/tt1811179/
tt0082894,movie,Pennies from Heaven,Pennies from Heaven,0,1981,\N,Drama Musical Romance,6.5,5248,Pennies from Heaven (1981),https://www.imdb.com/title/tt0082894/
tt2628232,tvSeries,Penny Dreadful,Penny Dreadful,0,2014,2016,Drama Fantasy Horror,8.2,113508,Penny Dreadful (2014–2016),https://www.imdb.com/title/tt2628232/
tt8425532,tvSeries,Pennyworth,Pennyworth,0,2019,\N,Action Crime Drama,7.9,10054,Pennyworth (2019– ),https://www.imdb.com/title/tt8425532/
tt1674553,tvSeries,Penoza,Penoza,0,2010,2017,Crime Drama Thriller,8.2,3484,Penoza (2010–2017),https://www.imdb.com/title/tt1674553/
tt3762198,tvSeries,People Just Do Nothing,People Just Do Nothing,0,2014,2018,Comedy,8.5,4498,People Just Do Nothing (2014–2018),https://www.imdb.com/title/tt3762198/
tt1716777,movie,People Like Us,People Like Us,0,2012,\N,Comedy Drama,7.1,41835,People Like Us (2012),https://www.imdb.com/title/tt1716777/
tt4104022,movie,People Places Things,People Places Things,0,2015,\N,Comedy Romance,6.9,8306,People Places Things (2015),https://www.imdb.com/title/tt4104022/
tt4695530,tvSeries,People of Earth,People of Earth,0,2016,2017,Comedy Mystery Sci-Fi,7.7,6349,People of Earth (2016–2017),https://www.imdb.com/title/tt4695530/
tt0843328,movie,People's Protector,Chatrapathi,0,2005,\N,Action Drama,7.6,3940,People's Protector (2005),https://www.imdb.com/title/tt0843328/
tt0128890,tvSeries,Pepper Ann,Pepper Ann,0,1997,2000,Animation Comedy Family,7.1,3158,Pepper Ann (1997–2000),https://www.imdb.com/title/tt0128890/
tt6850820,movie,Peppermint,Peppermint,0,2018,\N,Action Drama Thriller,6.5,58895,Peppermint (2018),https://www.imdb.com/title/tt6850820/
tt0247613,movie,Peppermint Candy,Bakha satang,0,1999,\N,Drama,7.7,8154,Peppermint Candy (1999),https://www.imdb.com/title/tt0247613/
tt7738784,movie,Peranbu,Peranbu,0,2018,\N,Drama,9.0,13400,Peranbu (2018),https://www.imdb.com/title/tt7738784/
tt1714204,tvSeries,Perception,Perception,0,2012,2015,Crime Drama Mystery,7.5,19282,Perception (2012–2015),https://www.imdb.com/title/tt1714204/
tt3230668,movie,Perdona si te llamo amor,Perdona si te llamo amor,0,2014,\N,Adventure Romance,6.5,3092,Perdona si te llamo amor (2014),https://www.imdb.com/title/tt3230668/
tt0156887,movie,Perfect Blue,Pâfekuto burû,0,1997,\N,Animation Crime Mystery,8.0,61132,Perfect Blue (1997),https://www.imdb.com/title/tt0156887/
tt1439572,movie,Perfect Sense,Perfect Sense,0,2011,\N,Drama Romance Sci-Fi,7.1,57334,Perfect Sense (2011),https://www.imdb.com/title/tt1439572/
tt0090501,tvSeries,Perfect Strangers,Perfect Strangers,0,1986,1993,Comedy Family,7.2,8828,Perfect Strangers (1986–1993),https://www.imdb.com/title/tt0090501/
tt4901306,movie,Perfect Strangers,Perfetti sconosciuti,0,2016,\N,Comedy Drama,7.8,58838,Perfect Strangers (2016),https://www.imdb.com/title/tt4901306/
tt6101820,movie,Perfect Strangers,Perfectos desconocidos,0,2017,\N,Comedy Drama,6.9,12642,Perfect Strangers (2017),https://www.imdb.com/title/tt6101820/
tt0066214,movie,Performance,Performance,0,1970,\N,Crime Drama,6.9,9710,Performance (1970),https://www.imdb.com/title/tt0066214/
tt6811236,tvSeries,Perfume,Parfum,0,2018,2018,Drama Thriller,7.1,7474,Perfume (2018),https://www.imdb.com/title/tt6811236/
tt0396171,movie,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,0,2006,\N,Crime Drama Fantasy,7.5,237191,Perfume: The Story of a Murderer (2006),https://www.imdb.com/title/tt0396171/
tt4156586,tvSeries,Permanent Roommates,Permanent Roommates,0,2014,2016,Comedy Romance,8.6,23187,Permanent Roommates (2014–2016),https://www.imdb.com/title/tt4156586/
tt1003034,movie,Perrier's Bounty,Perrier's Bounty,0,2009,\N,Action Comedy Crime,6.4,6514,Perrier's Bounty (2009),https://www.imdb.com/title/tt1003034/
tt2077823,tvSeries,Perry Mason,Perry Mason,0,2020,\N,Crime Drama,7.5,15125,Perry Mason (2020– ),https://www.imdb.com/title/tt2077823/
tt0808417,movie,Persepolis,Persepolis,0,2007,\N,Animation Biography Drama,8.0,89904,Persepolis (2007),https://www.imdb.com/title/tt0808417/
tt9738784,movie,Persian Lessons,Persian Lessons,0,2020,\N,Drama War,7.4,2980,Persian Lessons (2020),https://www.imdb.com/title/tt9738784/
tt1839578,tvSeries,Person of Interest,Person of Interest,0,2011,2016,Action Crime Drama,8.4,164966,Person of Interest (2011–2016),https://www.imdb.com/title/tt1839578/
tt0060827,movie,Persona,Persona,0,1966,\N,Drama Thriller,8.1,106219,Persona (1966),https://www.imdb.com/title/tt0060827/
tt7920978,tvMiniSeries,Persona,Sahsiyet,0,2018,2018,Crime Drama Mystery,9.1,33163,Persona (2018),https://www.imdb.com/title/tt7920978/
tt1666217,tvSeries,Personal Taste,Gae-in-eui chwi-hyang,0,2010,2010,Comedy Drama Romance,7.4,3566,Personal Taste (2010),https://www.imdb.com/title/tt1666217/
tt0295238,movie,Personal Velocity,Personal Velocity: Three Portraits,0,2002,\N,Drama Romance,6.5,3523,Personal Velocity (2002),https://www.imdb.com/title/tt0295238/
tt1333050,tvSeries,Persons Unknown,Persons Unknown,0,2010,2010,Drama Mystery Thriller,6.9,8238,Persons Unknown (2010),https://www.imdb.com/title/tt1333050/
tt0844330,tvMovie,Persuasion,Persuasion,0,2007,\N,Action Drama Family,7.5,14394,Persuasion (2007– ),https://www.imdb.com/title/tt0844330/
tt0098084,movie,Pet Sematary,Pet Sematary,0,1989,\N,Fantasy Horror Thriller,6.6,95677,Pet Sematary (1989),https://www.imdb.com/title/tt0098084/
tt0076538,movie,Pete's Dragon,Pete's Dragon,0,1977,\N,Adventure Animation Comedy,6.4,22814,Pete's Dragon (1977),https://www.imdb.com/title/tt0076538/
tt2788732,movie,Pete's Dragon,Pete's Dragon,0,2016,\N,Action Adventure Comedy,6.7,54848,Pete's Dragon (2016),https://www.imdb.com/title/tt2788732/
tt0316396,movie,Peter Pan,Peter Pan,0,2003,\N,Adventure Family Fantasy,6.8,67543,Peter Pan (2003),https://www.imdb.com/title/tt0316396/
tt5117670,movie,Peter Rabbit,Peter Rabbit,0,2018,\N,Adventure Animation Comedy,6.6,36694,Peter Rabbit (2018),https://www.imdb.com/title/tt5117670/
tt0105130,movie,Peter's Friends,Peter's Friends,0,1992,\N,Comedy Drama Romance,7.0,10580,Peter's Friends (1992),https://www.imdb.com/title/tt0105130/
tt4614612,movie,Peterloo,Peterloo,0,2018,\N,Drama History,6.5,4204,Peterloo (2018),https://www.imdb.com/title/tt4614612/
tt8959820,movie,Petta,Petta,0,2019,\N,Action Drama,7.3,8356,Petta (2019),https://www.imdb.com/title/tt8959820/
tt0056780,tvSeries,Petticoat Junction,Petticoat Junction,0,1963,1970,Comedy,7.0,2579,Petticoat Junction (1963–1970),https://www.imdb.com/title/tt0056780/
tt0063426,movie,Petulia,Petulia,0,1968,\N,Drama Romance,7.1,2843,Petulia (1968),https://www.imdb.com/title/tt0063426/
tt0073535,movie,Peur sur la ville,Peur sur la ville,0,1975,\N,Action Drama Thriller,7.0,3253,Peur sur la ville (1975),https://www.imdb.com/title/tt0073535/
tt9566030,tvSeries,Pew News,Pew News,0,2018,2020,Comedy News,8.9,14546,Pew News (2018–2020),https://www.imdb.com/title/tt9566030/
tt3755578,tvSeries,PewDiePie,PewDiePie,0,2010,\N,Comedy,7.1,3321,PewDiePie (2010– ),https://www.imdb.com/title/tt3755578/
tt0079714,movie,Phantasm,Phantasm,0,1979,\N,Horror Sci-Fi,6.7,32975,Phantasm (1979),https://www.imdb.com/title/tt0079714/
tt0095863,movie,Phantasm II,Phantasm II,0,1988,\N,Action Fantasy Horror,6.5,13603,Phantasm II (1988),https://www.imdb.com/title/tt0095863/
tt5776858,movie,Phantom Thread,Phantom Thread,0,2017,\N,Drama Romance,7.5,115820,Phantom Thread (2017),https://www.imdb.com/title/tt5776858/
tt0266850,tvMovie,Phantom of the Megaplex,Phantom of the Megaplex,0,2000,\N,Action Comedy Family,6.4,3045,Phantom of the Megaplex (2000– ),https://www.imdb.com/title/tt0266850/
tt0071994,movie,Phantom of the Paradise,Phantom of the Paradise,0,1974,\N,Comedy Drama Fantasy,7.4,17370,Phantom of the Paradise (1974),https://www.imdb.com/title/tt0071994/
tt1773015,movie,Phas Gaye Re Obama,Phas Gaye Re Obama,0,2010,\N,Comedy Crime Drama,7.5,5247,Phas Gaye Re Obama (2010),https://www.imdb.com/title/tt1773015/
tt0070531,movie,Phase IV,Phase IV,0,1974,\N,Horror Sci-Fi Thriller,6.5,7812,Phase IV (1974),https://www.imdb.com/title/tt0070531/
tt0087909,movie,Phenomena,Phenomena,0,1985,\N,Crime Horror Mystery,6.8,24013,Phenomena (1985),https://www.imdb.com/title/tt0087909/
tt0117333,movie,Phenomenon,Phenomenon,0,1996,\N,Drama Fantasy Romance,6.4,75121,Phenomenon (1996),https://www.imdb.com/title/tt0117333/
tt0340281,tvSeries,Phil of the Future,Phil of the Future,0,2004,2006,Adventure Comedy Family,7.0,6994,Phil of the Future (2004–2006),https://www.imdb.com/title/tt0340281/
tt0107818,movie,Philadelphia,Philadelphia,0,1993,\N,Drama,7.7,227617,Philadelphia (1993),https://www.imdb.com/title/tt0107818/
tt0314067,movie,Philanthropy,Filantropica,0,2002,\N,Comedy Drama,8.5,12577,Philanthropy (2002),https://www.imdb.com/title/tt0314067/
tt2431286,movie,Philomena,Philomena,0,2013,\N,Biography Comedy Drama,7.6,95402,Philomena (2013),https://www.imdb.com/title/tt2431286/
tt0852863,tvSeries,Phineas and Ferb,Phineas and Ferb,0,2007,2015,Action Animation Comedy,8.0,36562,Phineas and Ferb (2007–2015),https://www.imdb.com/title/tt0852863/
tt1825918,tvMovie,Phineas and Ferb the Movie: Across the 2nd Dimension,Phineas and Ferb the Movie: Across the 2nd Dimension,0,2011,\N,Action Adventure Animation,7.4,9410,Phineas and Ferb the Movie: Across the 2nd Dimension (2011– ),https://www.imdb.com/title/tt1825918/
tt1817232,movie,Phineas and Ferb the Movie: Candace Against the Universe,Phineas and Ferb the Movie: Candace Against the Universe,0,2020,\N,Action Adventure Animation,7.2,3216,Phineas and Ferb the Movie: Candace Against the Universe (2020),https://www.imdb.com/title/tt1817232/
tt0419058,movie,Phir Hera Pheri,Phir Hera Pheri,0,2006,\N,Comedy Crime,7.0,18726,Phir Hera Pheri (2006),https://www.imdb.com/title/tt0419058/
tt1292575,movie,Phobia,See prang,0,2008,\N,Drama Horror Mystery,6.7,3067,Phobia (2008),https://www.imdb.com/title/tt1292575/
tt5743656,movie,Phobia,Phobia,0,2016,\N,Drama Mystery Thriller,6.9,2766,Phobia (2016),https://www.imdb.com/title/tt5743656/
tt1034325,movie,Phoebe in Wonderland,Phoebe in Wonderland,0,2008,\N,Drama,7.1,7558,Phoebe in Wonderland (2008),https://www.imdb.com/title/tt1034325/
tt2764784,movie,Phoenix,Phoenix,0,2014,\N,Drama History Music,7.3,17120,Phoenix (2014),https://www.imdb.com/title/tt2764784/
tt0119892,movie,Phoenix,Phoenix,0,1998,\N,Crime Drama,6.4,3558,Phoenix (1998),https://www.imdb.com/title/tt0119892/
tt0273379,tvSeries,Phoenix Nights,Phoenix Nights,0,2001,2002,Comedy,8.5,5675,Phoenix Nights (2001–2002),https://www.imdb.com/title/tt0273379/
tt0183649,movie,Phone Booth,Phone Booth,0,2002,\N,Crime Thriller,7.0,253358,Phone Booth (2002),https://www.imdb.com/title/tt0183649/
tt7778680,movie,Photograph,Photograph,0,2019,\N,Drama Romance,6.9,4397,Photograph (2019),https://www.imdb.com/title/tt7778680/
tt0119893,movie,Photographing Fairies,Photographing Fairies,0,1997,\N,Drama Fantasy Mystery,6.8,2629,Photographing Fairies (1997),https://www.imdb.com/title/tt0119893/
tt0138704,movie,Pi,Pi,0,1998,\N,Drama Horror Mystery,7.4,171620,Pi (1998),https://www.imdb.com/title/tt0138704/
tt0103512,tvSeries,Picket Fences,Picket Fences,0,1992,1996,Crime Drama Family,7.8,3878,Picket Fences (1992–1996),https://www.imdb.com/title/tt0103512/
tt0073540,movie,Picnic at Hanging Rock,Picnic at Hanging Rock,0,1975,\N,Drama Mystery,7.5,34451,Picnic at Hanging Rock (1975),https://www.imdb.com/title/tt0073540/
tt0311648,movie,Pieces of April,Pieces of April,0,2003,\N,Comedy Drama,7.0,20354,Pieces of April (2003),https://www.imdb.com/title/tt0311648/
tt11161474,movie,Pieces of a Woman,Pieces of a Woman,0,2020,\N,Drama,7.1,38781,Pieces of a Woman (2020),https://www.imdb.com/title/tt11161474/
tt0462477,movie,Pierrepoint: The Last Hangman,The Last Hangman,0,2005,\N,Biography Crime Drama,7.4,5065,Pierrepoint: The Last Hangman (2005),https://www.imdb.com/title/tt0462477/
tt0059592,movie,Pierrot le Fou,Pierrot le Fou,0,1965,\N,Crime Drama Romance,7.6,30339,Pierrot le Fou (1965),https://www.imdb.com/title/tt0059592/
tt2299842,movie,Pieta,Pieta,0,2012,\N,Crime Drama,7.2,13560,Pieta (2012),https://www.imdb.com/title/tt2299842/
tt0105185,movie,Pigs,Psy,0,1992,\N,Action Crime Drama,7.7,4460,Pigs (1992),https://www.imdb.com/title/tt0105185/
tt3767372,movie,Piku,Piku,0,2015,\N,Comedy Drama,7.6,29443,Piku (2015),https://www.imdb.com/title/tt3767372/
tt2098782,movie,Pilla Zamindar,Pilla Zamindar,0,2011,\N,Comedy Drama,7.8,2785,Pilla Zamindar (2011),https://www.imdb.com/title/tt2098782/
tt3107166,movie,Pimp,Pimp,0,2018,\N,Crime Drama Romance,6.9,3093,Pimp (2018),https://www.imdb.com/title/tt3107166/
tt0095871,movie,Pin,Pin,0,1988,\N,Horror Thriller,6.6,3980,Pin (1988),https://www.imdb.com/title/tt0095871/
tt1440266,movie,Pina,Pina,0,2011,\N,Documentary Music,7.7,14680,Pina (2011),https://www.imdb.com/title/tt1440266/
tt7371868,tvMiniSeries,Pine Gap,Pine Gap,0,2018,2018,Drama Mystery Thriller,7.2,3966,Pine Gap (2018),https://www.imdb.com/title/tt7371868/
tt0910936,movie,Pineapple Express,Pineapple Express,0,2008,\N,Action Comedy Crime,6.9,319863,Pineapple Express (2008),https://www.imdb.com/title/tt0910936/
