tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,genres,averageRating,numVotes,sortedTitle,imdb_url
tt1509787,movie,A Bag of Hammers,A Bag of Hammers,0,2011,\N,Comedy Drama,6.6,2887,A Bag of Hammers (2011),https://www.imdb.com/title/tt1509787/
tt5091612,movie,A Bag of Marbles,Un sac de billes,0,2017,\N,Biography Drama History,7.3,5055,A Bag of Marbles (2017),https://www.imdb.com/title/tt5091612/
tt2064713,movie,A Band Called Death,A Band Called Death,0,2012,\N,Biography Documentary Music,7.5,3615,A Band Called Death (2012),https://www.imdb.com/title/tt2064713/
tt0067656,movie,A Bay of Blood,Ecologia del delitto,0,1971,\N,Horror Mystery Thriller,6.6,9619,A Bay of Blood (1971),https://www.imdb.com/title/tt0067656/
tt3224458,movie,A Beautiful Day in the Neighborhood,A Beautiful Day in the Neighborhood,0,2019,\N,Biography Drama,7.3,65632,A Beautiful Day in the Neighborhood (2019),https://www.imdb.com/title/tt3224458/
tt0268978,movie,A Beautiful Mind,A Beautiful Mind,0,2001,\N,Biography Drama,8.2,863423,A Beautiful Mind (2001),https://www.imdb.com/title/tt0268978/
tt1554091,movie,A Better Life,A Better Life,0,2011,\N,Drama Romance,7.2,15385,A Better Life (2011),https://www.imdb.com/title/tt1554091/
tt0092263,movie,A Better Tomorrow,Ying hung boon sik,0,1986,\N,Action Crime Drama,7.5,20996,A Better Tomorrow (1986),https://www.imdb.com/title/tt0092263/
tt0094357,movie,A Better Tomorrow II,Ying hung boon sik II,0,1987,\N,Action Crime Drama,7.3,9450,A Better Tomorrow II (1987),https://www.imdb.com/title/tt0094357/
tt0060165,movie,A Big Hand for the Little Lady,A Big Hand for the Little Lady,0,1966,\N,Western,7.3,3934,A Big Hand for the Little Lady (1966),https://www.imdb.com/title/tt0060165/
tt2056771,movie,A Bigger Splash,A Bigger Splash,0,2015,\N,Drama Music Thriller,6.4,27849,A Bigger Splash (2015),https://www.imdb.com/title/tt2056771/
tt5069074,movie,A Billion Lives,A Billion Lives,0,2016,\N,Documentary,8.6,2762,A Billion Lives (2016),https://www.imdb.com/title/tt5069074/
tt0101049,tvSeries,A Bit of Fry and Laurie,A Bit of Fry and Laurie,0,1987,1995,Comedy,8.3,9057,A Bit of Fry and Laurie (1987–1995),https://www.imdb.com/title/tt0101049/
tt0456912,movie,A Bittersweet Life,Dalkomhan insaeng,0,2005,\N,Action Crime Drama,7.5,37312,A Bittersweet Life (2005),https://www.imdb.com/title/tt0456912/
tt0064107,movie,A Boy Named Charlie Brown,A Boy Named Charlie Brown,0,1969,\N,Animation Comedy Drama,7.3,4582,A Boy Named Charlie Brown (1969),https://www.imdb.com/title/tt0064107/
tt0072730,movie,A Boy and His Dog,A Boy and His Dog,0,1975,\N,Comedy Drama Sci-Fi,6.5,16779,A Boy and His Dog (1975),https://www.imdb.com/title/tt0072730/
tt0385567,tvMovie,A Boyfriend for Christmas,A Boyfriend for Christmas,0,2004,\N,Comedy Drama Family,6.5,2987,A Boyfriend for Christmas (2004– ),https://www.imdb.com/title/tt0385567/
tt1280534,movie,A Boyfriend for My Wife,Un novio para mi mujer,0,2008,\N,Comedy Romance,6.7,3331,A Boyfriend for My Wife (2008),https://www.imdb.com/title/tt1280534/
tt2415112,tvMovie,A Bride for Christmas,A Bride for Christmas,0,2012,\N,Comedy Romance,6.6,3545,A Bride for Christmas (2012– ),https://www.imdb.com/title/tt2415112/
tt0075784,movie,A Bridge Too Far,A Bridge Too Far,0,1977,\N,Drama History War,7.4,53087,A Bridge Too Far (1977),https://www.imdb.com/title/tt0075784/
tt0103882,movie,A Brief History of Time,A Brief History of Time,0,1991,\N,Biography Documentary,7.3,5255,A Brief History of Time (1991),https://www.imdb.com/title/tt0103882/
tt0101985,movie,A Brighter Summer Day,Gu ling jie shao nian sha ren shi jian,0,1991,\N,Crime Drama Romance,8.4,8290,A Brighter Summer Day (1991),https://www.imdb.com/title/tt0101985/
tt3149038,movie,A Brilliant Young Mind,X+Y,0,2014,\N,Drama Romance,7.1,27753,A Brilliant Young Mind (2014),https://www.imdb.com/title/tt3149038/
tt0106489,movie,A Bronx Tale,A Bronx Tale,0,1993,\N,Crime Drama Romance,7.8,130443,A Bronx Tale (1993),https://www.imdb.com/title/tt0106489/
tt0120623,movie,A Bug's Life,A Bug's Life,0,1998,\N,Adventure Animation Comedy,7.2,270399,A Bug's Life (1998),https://www.imdb.com/title/tt0120623/
tt0061429,movie,A Bullet for the General,Quién sabe?,0,1967,\N,Action Western,7.1,4065,A Bullet for the General (1967),https://www.imdb.com/title/tt0061429/
tt7698468,movie,A Call to Spy,A Call to Spy,0,2019,\N,Biography Crime Drama,6.5,3026,A Call to Spy (2019),https://www.imdb.com/title/tt7698468/
tt1673702,movie,A Cat in Paris,Une vie de chat,0,2010,\N,Adventure Animation Comedy,6.9,10734,A Cat in Paris (2010),https://www.imdb.com/title/tt1673702/
tt0059026,tvMovie,A Charlie Brown Christmas,A Charlie Brown Christmas,0,1965,\N,Animation Comedy Family,8.4,33254,A Charlie Brown Christmas (1965– ),https://www.imdb.com/title/tt0059026/
tt0068359,tvMovie,A Charlie Brown Thanksgiving,A Charlie Brown Thanksgiving,0,1973,\N,Animation Comedy Family,7.7,9544,A Charlie Brown Thanksgiving (1973– ),https://www.imdb.com/title/tt0068359/
tt0056930,movie,A Child Is Waiting,A Child Is Waiting,0,1963,\N,Drama,7.2,2568,A Child Is Waiting (1963),https://www.imdb.com/title/tt0056930/
tt0093978,movie,A Chinese Ghost Story,Sien lui yau wan,0,1987,\N,Action Fantasy Horror,7.5,9019,A Chinese Ghost Story (1987),https://www.imdb.com/title/tt0093978/
tt0100625,movie,A Chinese Ghost Story II,Sien lui yau wan II: Yan gaan dou,0,1990,\N,Action Comedy Fantasy,6.9,3239,A Chinese Ghost Story II (1990),https://www.imdb.com/title/tt0100625/
tt0112778,movie,A Chinese Odyssey Part One: Pandora's Box,Sai yau gei: Yut gwong bou haap,0,1995,\N,Action Adventure Comedy,7.7,6339,A Chinese Odyssey Part One: Pandora's Box (1995),https://www.imdb.com/title/tt0112778/
tt0114996,movie,A Chinese Odyssey Part Two: Cinderella,Sai yau gei: Sin leui kei yun,0,1995,\N,Action Adventure Comedy,8.0,6495,A Chinese Odyssey Part Two: Cinderella (1995),https://www.imdb.com/title/tt0114996/
tt7686464,tvMiniSeries,A Christmas Carol,A Christmas Carol,0,2019,2019,Drama Fantasy,7.2,9009,A Christmas Carol (2019),https://www.imdb.com/title/tt7686464/
tt0087056,tvMovie,A Christmas Carol,A Christmas Carol,0,1984,\N,Drama Family Fantasy,7.8,12851,A Christmas Carol (1984– ),https://www.imdb.com/title/tt0087056/
tt0216621,tvMovie,A Christmas Carol,A Christmas Carol,0,1999,\N,Drama Fantasy,7.4,8590,A Christmas Carol (1999– ),https://www.imdb.com/title/tt0216621/
tt1067106,movie,A Christmas Carol,A Christmas Carol,0,2009,\N,Animation Drama Family,6.8,104894,A Christmas Carol (2009),https://www.imdb.com/title/tt1067106/
tt0085334,movie,A Christmas Story,A Christmas Story,0,1983,\N,Comedy Family,7.9,133780,A Christmas Story (1983),https://www.imdb.com/title/tt0085334/
tt0993789,movie,A Christmas Tale,Un conte de Noël,0,2008,\N,Comedy Drama,7.0,6771,A Christmas Tale (2008),https://www.imdb.com/title/tt0993789/
tt0096908,movie,A City of Sadness,Beiqing chengshi,0,1989,\N,Drama History,7.9,4304,A City of Sadness (1989),https://www.imdb.com/title/tt0096908/
tt0120633,movie,A Civil Action,A Civil Action,0,1998,\N,Drama,6.6,27740,A Civil Action (1998),https://www.imdb.com/title/tt0120633/
tt0066921,movie,A Clockwork Orange,A Clockwork Orange,0,1971,\N,Crime Drama Sci-Fi,8.3,768972,A Clockwork Orange (1971),https://www.imdb.com/title/tt0066921/
tt1954701,movie,A Coffee in Berlin,Oh Boy,0,2012,\N,Comedy Drama,7.4,15328,A Coffee in Berlin (2012),https://www.imdb.com/title/tt1954701/
tt2371486,movie,A Company Man,Hoi-sa-won,0,2012,\N,Action Drama,6.7,5414,A Company Man (2012),https://www.imdb.com/title/tt2371486/
tt9131050,tvMiniSeries,A Confession,A Confession,0,2019,\N,Biography Crime Drama,7.6,5940,A Confession (2019– ),https://www.imdb.com/title/tt9131050/
tt0067900,movie,A Cop,Un flic,0,1972,\N,Crime Thriller,7.1,8542,A Cop (1972),https://www.imdb.com/title/tt0067900/
tt4814436,tvMovie,A Country Wedding,A Country Wedding,0,2015,\N,Drama Romance,6.9,2537,A Country Wedding (2015– ),https://www.imdb.com/title/tt4814436/
tt0090368,movie,A Cruel Romance,Zhestokiy romans,0,1984,\N,Drama History Romance,8.0,3345,A Cruel Romance (1984),https://www.imdb.com/title/tt0090368/
tt0094924,movie,A Cry in the Dark,Evil Angels,0,1988,\N,Biography Drama,6.9,9487,A Cry in the Dark (1988),https://www.imdb.com/title/tt0094924/
tt1846445,movie,A Cube of Sugar,Ye habe ghand,0,2011,\N,Comedy Drama Family,7.2,3523,A Cube of Sugar (2011),https://www.imdb.com/title/tt1846445/
tt4731136,movie,A Cure for Wellness,A Cure for Wellness,0,2016,\N,Drama Fantasy Horror,6.4,89167,A Cure for Wellness (2016),https://www.imdb.com/title/tt4731136/
tt1571222,movie,A Dangerous Method,A Dangerous Method,0,2011,\N,Biography Drama Romance,6.4,99716,A Dangerous Method (2011),https://www.imdb.com/title/tt1571222/
tt5918074,movie,A Death in the Gunj,A Death in the Gunj,0,2016,\N,Drama Thriller,7.5,4543,A Death in the Gunj (2016),https://www.imdb.com/title/tt5918074/
tt0342275,movie,A Decade Under the Influence,A Decade Under the Influence,0,2003,\N,Documentary,7.6,2542,A Decade Under the Influence (2003),https://www.imdb.com/title/tt0342275/
tt5739680,tvMovie,A December Bride,A December Bride,0,2016,\N,Comedy Romance,6.8,2819,A December Bride (2016– ),https://www.imdb.com/title/tt5739680/
tt0092339,tvSeries,A Different World,A Different World,0,1987,1993,Comedy,6.9,5861,A Different World (1987–1993),https://www.imdb.com/title/tt0092339/
tt0821442,movie,A Dirty Carnival,Biyeolhan geori,0,2006,\N,Action Crime Drama,7.3,8132,A Dirty Carnival (2006),https://www.imdb.com/title/tt0821442/
tt2177461,tvSeries,A Discovery of Witches,A Discovery of Witches,0,2018,\N,Drama Fantasy Romance,8.0,34793,A Discovery of Witches (2018– ),https://www.imdb.com/title/tt2177461/
tt0796314,movie,A Dog's Breakfast,A Dog's Breakfast,0,2007,\N,Comedy Drama Horror,6.8,3540,A Dog's Breakfast (2007),https://www.imdb.com/title/tt0796314/
tt8385474,movie,A Dog's Journey,A Dog's Journey,0,2019,\N,Adventure Comedy Drama,7.5,20406,A Dog's Journey (2019),https://www.imdb.com/title/tt8385474/
tt1753383,movie,A Dog's Purpose,A Dog's Purpose,0,2017,\N,Adventure Comedy Drama,7.2,66871,A Dog's Purpose (2017),https://www.imdb.com/title/tt1753383/
tt7616798,movie,A Dog's Way Home,A Dog's Way Home,0,2019,\N,Adventure Drama Family,6.7,15628,A Dog's Way Home (2019),https://www.imdb.com/title/tt7616798/
tt0271383,movie,A Dog's Will,O Auto da Compadecida,0,2000,\N,Comedy Drama Fantasy,8.6,12413,A Dog's Will (2000),https://www.imdb.com/title/tt0271383/
tt0197139,tvMiniSeries,A Dog's Will,O Auto da Compadecida,0,1999,1999,Comedy Drama Fantasy,9.2,3765,A Dog's Will (1999),https://www.imdb.com/title/tt0197139/
tt0097243,movie,A Dry White Season,A Dry White Season,0,1989,\N,Drama Thriller,7.0,5200,A Dry White Season (1989),https://www.imdb.com/title/tt0097243/
tt1718924,movie,A Family Man,A Family Man,0,2016,\N,Drama,6.5,10966,A Family Man (2016),https://www.imdb.com/title/tt1718924/
tt0116275,movie,A Family Thing,A Family Thing,0,1996,\N,Comedy Drama,7.0,3356,A Family Thing (1996),https://www.imdb.com/title/tt0116275/
tt5639354,movie,A Fantastic Woman,Una Mujer Fantástica,0,2017,\N,Drama,7.2,23342,A Fantastic Woman (2017),https://www.imdb.com/title/tt5639354/
tt0106868,movie,A Far Off Place,A Far Off Place,0,1993,\N,Adventure Drama Family,6.6,3365,A Far Off Place (1993),https://www.imdb.com/title/tt0106868/
tt0104257,movie,A Few Good Men,A Few Good Men,0,1992,\N,Drama Thriller,7.7,239600,A Few Good Men (1992),https://www.imdb.com/title/tt0104257/
tt1139319,movie,A Film with Me in It,A Film with Me in It,0,2008,\N,Comedy Thriller,6.7,3680,A Film with Me in It (2008),https://www.imdb.com/title/tt1139319/
tt0095159,movie,A Fish Called Wanda,A Fish Called Wanda,0,1988,\N,Comedy Crime,7.5,133309,A Fish Called Wanda (1988),https://www.imdb.com/title/tt0095159/
tt0058461,movie,A Fistful of Dollars,Per un pugno di dollari,0,1964,\N,Action Drama Western,8.0,201068,A Fistful of Dollars (1964),https://www.imdb.com/title/tt0058461/
tt0380366,movie,A Fond Kiss,Ae Fond Kiss...,0,2004,\N,Drama Romance,7.1,6670,A Fond Kiss (2004),https://www.imdb.com/title/tt0380366/
tt0441762,movie,A Friend of Mine,Ein Freund von mir,0,2006,\N,Comedy Drama,6.9,4220,A Friend of Mine (2006),https://www.imdb.com/title/tt0441762/
tt1155053,movie,A Frozen Flower,Ssang-hwa-jeom,0,2008,\N,Drama History Romance,7.1,3964,A Frozen Flower (2008),https://www.imdb.com/title/tt1155053/
tt1706596,movie,A Funny Man,Dirch,0,2011,\N,Biography Drama,6.9,2754,A Funny Man (2011),https://www.imdb.com/title/tt1706596/
tt0060438,movie,A Funny Thing Happened on the Way to the Forum,A Funny Thing Happened on the Way to the Forum,0,1966,\N,Comedy Musical,6.9,8447,A Funny Thing Happened on the Way to the Forum (1966),https://www.imdb.com/title/tt0060438/
tt5566790,movie,A Futile and Stupid Gesture,A Futile and Stupid Gesture,0,2018,\N,Biography Comedy,6.8,14338,A Futile and Stupid Gesture (2018),https://www.imdb.com/title/tt5566790/
tt0302596,tvMovie,A Garfield Christmas Special,A Garfield Christmas Special,0,1987,\N,Adventure Animation Comedy,8.1,2700,A Garfield Christmas Special (1987– ),https://www.imdb.com/title/tt0302596/
tt6265828,movie,A Ghost Story,A Ghost Story,0,2017,\N,Drama Fantasy Romance,6.9,62668,A Ghost Story (2017),https://www.imdb.com/title/tt6265828/
tt1820742,tvSeries,A Gifted Man,A Gifted Man,0,2011,2012,Drama Fantasy,7.0,7303,A Gifted Man (2011–2012),https://www.imdb.com/title/tt1820742/
tt2523832,movie,A Girl Like Her,A Girl Like Her,0,2015,\N,Drama,7.0,6771,A Girl Like Her (2015),https://www.imdb.com/title/tt2523832/
tt2326554,movie,A Girl Walks Home Alone at Night,A Girl Walks Home Alone at Night,0,2014,\N,Drama Horror Romance,7.0,32163,A Girl Walks Home Alone at Night (2014),https://www.imdb.com/title/tt2326554/
tt0082053,movie,A Good Marriage,Le beau mariage,0,1982,\N,Comedy Drama Romance,7.0,2982,A Good Marriage (1982),https://www.imdb.com/title/tt0082053/
tt0379306,movie,A Good Woman,A Good Woman,0,2004,\N,Comedy Drama Romance,6.5,11608,A Good Woman (2004),https://www.imdb.com/title/tt0379306/
tt0401445,movie,A Good Year,A Good Year,0,2006,\N,Comedy Drama Romance,7.0,89808,A Good Year (2006),https://www.imdb.com/title/tt0401445/
tt0113198,movie,A Goofy Movie,A Goofy Movie,0,1995,\N,Adventure Animation Comedy,6.9,47362,A Goofy Movie (1995),https://www.imdb.com/title/tt0113198/
tt0473488,movie,A Guide to Recognizing Your Saints,A Guide to Recognizing Your Saints,0,2006,\N,Crime Drama,7.0,25112,A Guide to Recognizing Your Saints (2006),https://www.imdb.com/title/tt0473488/
tt1945034,movie,A Gun in Each Hand,Una pistola en cada mano,0,2012,\N,Action Adventure Comedy,6.5,3032,A Gun in Each Hand (2012),https://www.imdb.com/title/tt1945034/
tt1987018,movie,A Happy Event,Un heureux événement,0,2011,\N,Comedy Drama,6.6,4302,A Happy Event (2011),https://www.imdb.com/title/tt1987018/
tt3697626,movie,A Hard Day,Kkeut-kka-ji-gan-da,0,2014,\N,Action Crime Thriller,7.2,11952,A Hard Day (2014),https://www.imdb.com/title/tt3697626/
tt0058182,movie,A Hard Day's Night,A Hard Day's Night,0,1964,\N,Comedy Musical,7.6,40879,A Hard Day's Night (1964),https://www.imdb.com/title/tt0058182/
tt0484243,tvSeries,A Haunting,A Haunting,0,2005,2019,Documentary Horror Mystery,8.0,2886,A Haunting (2005–2019),https://www.imdb.com/title/tt0484243/
tt5827916,movie,A Hidden Life,A Hidden Life,0,2019,\N,Biography Drama Romance,7.4,19891,A Hidden Life (2019),https://www.imdb.com/title/tt5827916/
tt2216240,movie,A Hijacking,Kapringen,0,2012,\N,Drama Thriller,7.2,16023,A Hijacking (2012),https://www.imdb.com/title/tt2216240/
tt0399146,movie,A History of Violence,A History of Violence,0,2005,\N,Drama Thriller,7.4,226438,A History of Violence (2005),https://www.imdb.com/title/tt0399146/
tt0359423,movie,A Home at the End of the World,A Home at the End of the World,0,2004,\N,Drama Romance,6.7,13225,A Home at the End of the World (2004),https://www.imdb.com/title/tt0359423/
tt0107130,movie,A Home of Our Own,A Home of Our Own,0,1993,\N,Biography Drama,7.1,2997,A Home of Our Own (1993),https://www.imdb.com/title/tt0107130/
tt0303184,movie,A Kind of America,Valami Amerika,0,2002,\N,Adventure Comedy Romance,6.9,4653,A Kind of America (2002),https://www.imdb.com/title/tt0303184/
tt0183790,movie,A Knight's Tale,A Knight's Tale,0,2001,\N,Action Adventure Romance,6.9,174375,A Knight's Tale (2001),https://www.imdb.com/title/tt0183790/
tt7099334,tvSeries,A Korean Odyssey,Hwayugi,0,2017,2018,Comedy Fantasy Horror,8.1,3360,A Korean Odyssey (2017–2018),https://www.imdb.com/title/tt7099334/
tt1226240,movie,A Late Quartet,A Late Quartet,0,2012,\N,Drama Music,7.1,14056,A Late Quartet (2012),https://www.imdb.com/title/tt1226240/
tt0104694,movie,A League of Their Own,A League of Their Own,0,1992,\N,Comedy Drama Sport,7.3,95608,A League of Their Own (1992),https://www.imdb.com/title/tt0104694/
tt1853614,movie,A Letter to Momo,Momo e no tegami,0,2011,\N,Adventure Animation Comedy,7.3,6925,A Letter to Momo (2011),https://www.imdb.com/title/tt1853614/
tt0119535,movie,A Life Less Ordinary,A Life Less Ordinary,0,1997,\N,Comedy Crime Fantasy,6.4,34543,A Life Less Ordinary (1997),https://www.imdb.com/title/tt0119535/
tt2639254,movie,A Little Chaos,A Little Chaos,0,2014,\N,Drama Romance,6.5,21368,A Little Chaos (2014),https://www.imdb.com/title/tt2639254/
tt0113670,movie,A Little Princess,A Little Princess,0,1995,\N,Drama Family Fantasy,7.7,32627,A Little Princess (1995),https://www.imdb.com/title/tt0113670/
tt0079477,movie,A Little Romance,A Little Romance,0,1979,\N,Adventure Comedy Romance,7.5,5420,A Little Romance (1979),https://www.imdb.com/title/tt0079477/
tt1859438,movie,A Little Thing Called Love,Sing lek lek tee reak wa rak,0,2010,\N,Comedy Romance,7.6,4777,A Little Thing Called Love (2010),https://www.imdb.com/title/tt1859438/
tt0067361,movie,A Lizard in a Woman's Skin,Una lucertola con la pelle di donna,0,1971,\N,Mystery Thriller,6.9,4560,A Lizard in a Woman's Skin (1971),https://www.imdb.com/title/tt0067361/
tt2328819,movie,A Long Story,Uzun Hikâye,0,2012,\N,Drama,7.6,5647,A Long Story (2012),https://www.imdb.com/title/tt2328819/
tt0458413,movie,A Long Way Down,A Long Way Down,0,2014,\N,Comedy Drama,6.4,31460,A Long Way Down (2014),https://www.imdb.com/title/tt0458413/
tt0391304,movie,A Lot Like Love,A Lot Like Love,0,2005,\N,Comedy Drama Romance,6.6,67643,A Lot Like Love (2005),https://www.imdb.com/title/tt0391304/
tt0369672,movie,A Love Song for Bobby Long,A Love Song for Bobby Long,0,2004,\N,Drama,7.1,25383,A Love Song for Bobby Long (2004),https://www.imdb.com/title/tt0369672/
tt0444518,tvMovie,A Love to Hide,Un amour à taire,0,2005,\N,Drama Romance War,8.1,2939,A Love to Hide (2005– ),https://www.imdb.com/title/tt0444518/
tt2281345,movie,A Magnificent Haunting,Magnifica presenza,0,2012,\N,Comedy Drama Fantasy,6.6,4994,A Magnificent Haunting (2012),https://www.imdb.com/title/tt2281345/
tt9231140,movie,A Man Called Ahok,A Man Called Ahok,0,2018,\N,Biography Drama,8.7,4221,A Man Called Ahok (2018),https://www.imdb.com/title/tt9231140/
tt0066049,movie,A Man Called Horse,A Man Called Horse,0,1970,\N,Adventure Drama Western,6.9,8250,A Man Called Horse (1970),https://www.imdb.com/title/tt0066049/
tt4080728,movie,A Man Called Ove,En man som heter Ove,0,2015,\N,Comedy Drama Romance,7.7,48973,A Man Called Ove (2015),https://www.imdb.com/title/tt4080728/
tt0061138,movie,A Man and a Woman,Un homme et une femme,0,1966,\N,Drama Romance,7.6,9940,A Man and a Woman (1966),https://www.imdb.com/title/tt0061138/
tt0060665,movie,A Man for All Seasons,A Man for All Seasons,0,1966,\N,Biography Drama History,7.7,32057,A Man for All Seasons (1966),https://www.imdb.com/title/tt0060665/
tt0092745,movie,A Man from Boulevard des Capucines,Chelovek s bulvara Kaputsinov,0,1987,\N,Comedy Musical Romance,7.8,2961,A Man from Boulevard des Capucines (1987),https://www.imdb.com/title/tt0092745/
tt0160513,movie,A Map of the World,A Map of the World,0,1999,\N,Drama,6.6,4104,A Map of the World (1999),https://www.imdb.com/title/tt0160513/
tt0102443,movie,A Midnight Clear,A Midnight Clear,0,1992,\N,Drama War,7.2,8411,A Midnight Clear (1992),https://www.imdb.com/title/tt0102443/
tt0140379,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,0,1999,\N,Comedy Fantasy Romance,6.4,24620,A Midsummer Night's Dream (1999),https://www.imdb.com/title/tt0140379/
tt0084329,movie,A Midsummer Night's Sex Comedy,A Midsummer Night's Sex Comedy,0,1982,\N,Comedy,6.6,18693,A Midsummer Night's Sex Comedy (1982),https://www.imdb.com/title/tt0084329/
tt0829459,movie,A Mighty Heart,A Mighty Heart,0,2007,\N,Biography Drama History,6.6,26905,A Mighty Heart (2007),https://www.imdb.com/title/tt0829459/
tt0310281,movie,A Mighty Wind,A Mighty Wind,0,2003,\N,Comedy Music,7.2,26393,A Mighty Wind (2003),https://www.imdb.com/title/tt0310281/
tt7608248,tvSeries,A Million Little Things,A Million Little Things,0,2018,\N,Comedy Drama Romance,7.9,9142,A Million Little Things (2018– ),https://www.imdb.com/title/tt7608248/
tt0757157,movie,A Millionaire's First Love,Baekmanjangja-ui cheot-sarang,0,2006,\N,Comedy Drama Romance,7.2,4988,A Millionaire's First Love (2006),https://www.imdb.com/title/tt0757157/
tt0117214,movie,A Moment of Innocence,Nun va Goldoon,0,1996,\N,Comedy Drama,7.8,3438,A Moment of Innocence (1996),https://www.imdb.com/title/tt0117214/
tt0428870,movie,A Moment to Remember,Nae meorisokui jiwoogae,0,2004,\N,Drama Romance,8.2,22348,A Moment to Remember (2004),https://www.imdb.com/title/tt0428870/
tt3416532,movie,A Monster Calls,A Monster Calls,0,2016,\N,Adventure Drama Family,7.5,82642,A Monster Calls (2016),https://www.imdb.com/title/tt3416532/
tt0961097,movie,A Monster in Paris,Un monstre à Paris,0,2011,\N,Adventure Animation Comedy,6.7,19751,A Monster in Paris (2011),https://www.imdb.com/title/tt0961097/
tt2937898,movie,A Most Violent Year,A Most Violent Year,0,2014,\N,Action Crime Drama,7.0,67757,A Most Violent Year (2014),https://www.imdb.com/title/tt2937898/
tt1972571,movie,A Most Wanted Man,A Most Wanted Man,0,2014,\N,Crime Drama Thriller,6.8,73210,A Most Wanted Man (2014),https://www.imdb.com/title/tt1972571/
tt0251282,tvMovie,A Muppet Family Christmas,A Muppet Family Christmas,0,1987,\N,Comedy Family Musical,8.1,3575,A Muppet Family Christmas (1987– ),https://www.imdb.com/title/tt0251282/
tt0067482,movie,A New Leaf,A New Leaf,0,1971,\N,Comedy Romance,7.4,5630,A New Leaf (1971),https://www.imdb.com/title/tt0067482/
tt0087800,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,0,1984,\N,Horror,7.5,210232,A Nightmare on Elm Street (1984),https://www.imdb.com/title/tt0087800/
tt0093629,movie,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,0,1987,\N,Fantasy Horror,6.6,72102,A Nightmare on Elm Street 3: Dream Warriors (1987),https://www.imdb.com/title/tt0093629/
tt0230597,movie,A Northern Strory of Valor,Oru Vadakkan Veeragatha,0,1989,\N,Drama History,8.8,4741,A Northern Strory of Valor (1989),https://www.imdb.com/title/tt0230597/
tt0072934,movie,A Pain in the Ass,L'emmerdeur,0,1973,\N,Comedy,7.1,2986,A Pain in the Ass (1973),https://www.imdb.com/title/tt0072934/
tt0087892,movie,A Passage to India,A Passage to India,0,1984,\N,Adventure Drama History,7.3,17356,A Passage to India (1984),https://www.imdb.com/title/tt0087892/
tt0059573,movie,A Patch of Blue,A Patch of Blue,0,1965,\N,Drama Romance,8.0,7638,A Patch of Blue (1965),https://www.imdb.com/title/tt0059573/
tt0312859,movie,A Peck on the Cheek,Kannathil Muthamittal,0,2002,\N,Action Drama War,8.4,7691,A Peck on the Cheek (2002),https://www.imdb.com/title/tt0312859/
tt3577624,movie,A Perfect Day,A Perfect Day,0,2015,\N,Comedy Drama War,6.8,20845,A Perfect Day (2015),https://www.imdb.com/title/tt3577624/
tt0971209,movie,A Perfect Getaway,A Perfect Getaway,0,2009,\N,Drama Mystery Thriller,6.5,68371,A Perfect Getaway (2009),https://www.imdb.com/title/tt0971209/
tt4058500,movie,A Perfect Man,Un homme idéal,0,2015,\N,Drama Thriller,6.8,3410,A Perfect Man (2015),https://www.imdb.com/title/tt4058500/
tt0120787,movie,A Perfect Murder,A Perfect Murder,0,1998,\N,Crime Drama Thriller,6.5,80520,A Perfect Murder (1998),https://www.imdb.com/title/tt0120787/
tt0107808,movie,A Perfect World,A Perfect World,0,1993,\N,Crime Drama Thriller,7.5,75375,A Perfect World (1993),https://www.imdb.com/title/tt0107808/
tt1883180,movie,A Pigeon Sat on a Branch Reflecting on Existence,En duva satt på en gren och funderade på tillvaron,0,2014,\N,Comedy Drama Fantasy,7.0,17117,A Pigeon Sat on a Branch Reflecting on Existence (2014),https://www.imdb.com/title/tt1883180/
tt2258904,tvSeries,A Place to Call Home,A Place to Call Home,0,2013,2018,Drama,8.3,4509,A Place to Call Home (2013–2018),https://www.imdb.com/title/tt2258904/
tt5203824,movie,A Plastic Ocean,A Plastic Ocean,0,2016,\N,Documentary,8.0,2661,A Plastic Ocean (2016),https://www.imdb.com/title/tt5203824/
tt0420087,movie,A Prairie Home Companion,A Prairie Home Companion,0,2006,\N,Comedy Drama Music,6.7,22061,A Prairie Home Companion (2006),https://www.imdb.com/title/tt0420087/
tt4080956,movie,A Prayer Before Dawn,A Prayer Before Dawn,0,2017,\N,Action Biography Crime,6.9,21251,A Prayer Before Dawn (2017),https://www.imdb.com/title/tt4080956/
tt0120793,movie,A Price Above Rubies,A Price Above Rubies,0,1998,\N,Drama Romance,6.5,2655,A Price Above Rubies (1998),https://www.imdb.com/title/tt0120793/
tt1083448,tvMovie,A Princess for Christmas,A Princess for Christmas,0,2011,\N,Comedy Drama Family,6.4,7382,A Princess for Christmas (2011– ),https://www.imdb.com/title/tt1083448/
tt0089838,movie,A Private Function,A Private Function,0,1984,\N,Comedy,6.5,2532,A Private Function (1984),https://www.imdb.com/title/tt0089838/
tt2368254,movie,A Private War,A Private War,0,2018,\N,Biography Drama War,6.7,17299,A Private War (2018),https://www.imdb.com/title/tt2368254/
tt1235166,movie,A Prophet,Un prophète,0,2009,\N,Crime Drama,7.9,94733,A Prophet (2009),https://www.imdb.com/title/tt1235166/
